# Machine-readable review queue. One row per crossing; not an active transport file.
rank	routeAProven	detourSteps	detourCapped	edgeKey	from	to	direction	name	action	label
826	false	>512	true	3493,9714,0 N	3493,9715,0	3493,9714,0	S	Solid steel door	Open	Open Solid steel door
827	false	>512	true	3499,9710,0 N	3499,9710,0	3499,9711,0	N	Solid steel door	Open	Open Solid steel door
828	false	>512	true	3507,9710,0 N	3507,9710,0	3507,9711,0	N	Solid steel door	Open	Open Solid steel door
829	false	>512	true	3515,9710,0 N	3515,9710,0	3515,9711,0	N	Solid steel door	Open	Open Solid steel door
830	false	>512	true	3016,3514,0 N	3016,3514,0	3016,3515,0	N	Sturdy door	Open	Open Sturdy door
831	false	>512	true	3025,3511,1 E	3025,3511,1	3026,3511,1	E	Sturdy door	Open	Open Sturdy door
832	false	>512	true	2799,3665,0 N	2799,3665,0	2799,3666,0	N	Tent door	Go-through	Go-through Tent door
833	false	>512	true	2800,3665,0 N	2800,3665,0	2800,3666,0	N	Tent door	Go-through	Go-through Tent door
834	false	>512	true	2800,3675,0 N	2800,3676,0	2800,3675,0	S	Tent door	Open	Open Tent door
835	false	>512	true	2801,3675,0 N	2801,3676,0	2801,3675,0	S	Tent door	Open	Open Tent door
836	false	>512	true	2804,3672,0 E	2805,3672,0	2804,3672,0	W	Tent door	Open	Open Tent door
837	false	>512	true	2804,3673,0 E	2805,3673,0	2804,3673,0	W	Tent door	Open	Open Tent door
838	false	>512	true	3169,3045,0 N	3169,3046,0	3169,3045,0	S	Tent door	Walk-through	Walk-through Tent door
839	false	>512	true	1841,9911,0 N	1841,9912,0	1841,9911,0	S	Thick Web	Enter-crypt	Enter-crypt Thick Web
840	false	>512	true	1842,9911,0 N	1842,9912,0	1842,9911,0	S	Thick Web	Enter-crypt	Enter-crypt Thick Web
841	false	>512	true	1934,4419,3 N	1934,4419,3	1934,4420,3	N	Tomb Door	Leave Tomb	Leave Tomb Tomb Door
842	false	>512	true	1934,4449,2 N	1934,4449,2	1934,4450,2	N	Tomb Door	Leave Tomb	Leave Tomb Tomb Door
843	false	>512	true	1968,4419,2 N	1968,4419,2	1968,4420,2	N	Tomb Door	Leave Tomb	Leave Tomb Tomb Door
844	false	>512	true	1968,4449,3 N	1968,4449,3	1968,4450,3	N	Tomb Door	Leave Tomb	Leave Tomb Tomb Door
845	false	>512	true	2892,9480,0 N	2892,9480,0	2892,9481,0	N	Tomb doors	Open	Open Tomb doors
846	false	>512	true	2892,9497,0 N	2892,9497,0	2892,9498,0	N	Tomb doors	Open	Open Tomb doors
847	false	>512	true	2893,9480,0 N	2893,9480,0	2893,9481,0	N	Tomb doors	Open	Open Tomb doors
848	false	>512	true	2893,9497,0 N	2893,9497,0	2893,9498,0	N	Tomb doors	Open	Open Tomb doors
849	false	>512	true	2649,3224,0 N	2649,3225,0	2649,3224,0	S	Tower door	Open	Open Tower door
850	false	>512	true	2949,9515,1 N	2949,9516,1	2949,9515,1	S	Underwater Cavern Entrance	Enter	Enter Underwater Cavern Entrance
851	false	>512	true	2949,9519,1 N	2949,9519,1	2949,9520,1	N	Underwater Cavern Entrance	Exit	Exit Underwater Cavern Entrance
852	false	>512	true	2950,9515,1 N	2950,9516,1	2950,9515,1	S	Underwater Cavern Entrance	Enter	Enter Underwater Cavern Entrance
853	false	>512	true	2950,9519,1 N	2950,9519,1	2950,9520,1	N	Underwater Cavern Entrance	Exit	Exit Underwater Cavern Entrance
854	false	>512	true	3802,3015,0 E	3802,3015,0	3803,3015,0	E	Waiting Room Door	Open	Open Waiting Room Door
855	false	>512	true	3822,3015,0 E	3823,3015,0	3822,3015,0	W	Waiting Room Door	Open	Open Waiting Room Door
856	false	>512	true	2940,4672,1 N	2940,4673,1	2940,4672,1	S	Wall	Jump	Jump Wall
857	false	>512	true	2940,4674,1 N	2940,4674,1	2940,4675,1	N	Wall	Jump	Jump Wall
858	false	>512	true	2709,5781,0 E	2710,5781,0	2709,5781,0	W	Water's edge	Cross	Cross Water's edge
859	false	>512	true	2709,5782,0 E	2710,5782,0	2709,5782,0	W	Water's edge	Cross	Cross Water's edge
860	false	>512	true	2709,5783,0 E	2710,5783,0	2709,5783,0	W	Water's edge	Cross	Cross Water's edge
861	false	>512	true	2730,5781,0 E	2730,5781,0	2731,5781,0	E	Water's edge	Cross	Cross Water's edge
862	false	>512	true	2730,5782,0 E	2730,5782,0	2731,5782,0	E	Water's edge	Cross	Cross Water's edge
863	false	>512	true	2867,2952,0 E	2867,2952,0	2868,2952,0	E	Wooden gate	Open	Open Wooden gate
864	false	>512	true	2867,2953,0 E	2867,2953,0	2868,2953,0	E	Wooden gate	Open	Open Wooden gate
865	false	>512	true	2924,3249,2 N	2924,3249,2	2924,3250,2	N	Yellow door	Open	Open Yellow door
866	false	>512	true	2928,3249,2 N	2928,3249,2	2928,3250,2	N	Yellow door	Open	Open Yellow door
867	false	>512	true	2931,3249,2 N	2931,3249,2	2931,3250,2	N	Yellow door	Open	Open Yellow door
868	false	>512	true	2935,3256,2 E	2936,3256,2	2935,3256,2	W	Yellow door	Open	Open Yellow door
869	false	81	false	2940,4672,0 N	2940,4673,0	2940,4672,0	S	Wall	Grapple	Grapple Wall
870	false	80	false	3105,9944,0 N	3105,9944,0	3105,9945,0	N	Gate	Open	Open Gate
871	false	79	false	3106,9944,0 N	3106,9944,0	3106,9945,0	N	Gate	Open	Open Gate
872	false	64	false	2897,9831,0 E	2898,9831,0	2897,9831,0	W	Gate	Open	Open Gate
873	false	64	false	2897,9832,0 E	2898,9832,0	2897,9832,0	W	Gate	Open	Open Gate
874	false	62	false	2890,3948,0 N	2890,3948,0	2890,3949,0	N	Fence	Cross	Cross Fence
875	false	61	false	3340,5931,0 N	3340,5931,0	3340,5932,0	N	Gate	Open	Open Gate
876	false	59	false	3339,5931,0 N	3339,5931,0	3339,5932,0	N	Gate	Open	Open Gate
877	false	59	false	3044,5103,1 N	3044,5103,1	3044,5104,1	N	Grill	Open	Open Grill
878	false	51	false	3379,3284,0 E	3380,3284,0	3379,3284,0	W	Curtain	Open	Open Curtain
879	false	45	false	1512,3765,0 N	1512,3766,0	1512,3765,0	S	Door	Open	Open Door
880	false	45	false	3218,3490,1 N	3218,3491,1	3218,3490,1	S	Door	Open	Open Door
881	false	44	false	1501,3765,0 N	1501,3766,0	1501,3765,0	S	Door	Open	Open Door
882	false	34	false	2764,2763,0 N	2764,2764,0	2764,2763,0	S	Doorway	Open	Open Doorway
883	false	27	false	3239,3391,0 N	3239,3391,0	3239,3392,0	N	Door	Open	Open Door
884	false	18	false	2769,2747,0 N	2769,2748,0	2769,2747,0	S	Bamboo Door	Open	Open Bamboo Door
885	false	18	false	3606,3280,0 N	3606,3280,0	3606,3281,0	N	Door	Open	Open Door
886	false	16	false	3602,3203,0 N	3602,3203,0	3602,3204,0	N	Door	Open	Open Door
887	false	15	false	3053,5043,1 N	3053,5044,1	3053,5043,1	S	Grill	Open	Open Grill
888	false	10	false	3617,3254,0 E	3618,3254,0	3617,3254,0	W	Door	Open	Open Door
889	false	3	false	1484,3742,0 N	1484,3743,0	1484,3742,0	S	Door	Open	Open Door
890	false	3	false	1507,3750,0 N	1507,3751,0	1507,3750,0	S	Door	Open	Open Door
891	false	3	false	1653,3749,0 E	1653,3749,0	1654,3749,0	E	Door	Open	Open Door
892	false	3	false	1667,3767,0 E	1668,3767,0	1667,3767,0	W	Door	Open	Open Door
893	false	3	false	1669,3730,0 N	1669,3730,0	1669,3731,0	N	Door	Open	Open Door
894	false	3	false	1717,3727,0 E	1718,3727,0	1717,3727,0	W	Door	Open	Open Door
895	false	3	false	2566,3317,0 N	2566,3317,0	2566,3318,0	N	Door	Open	Open Door
896	false	3	false	2568,3321,1 N	2568,3321,1	2568,3322,1	N	Door	Open	Open Door
897	false	3	false	3021,3632,0 E	3021,3632,0	3022,3632,0	E	Door	Open	Open Door
898	false	3	false	3157,9640,0 E	3158,9640,0	3157,9640,0	W	Door	Open	Open Door
899	false	3	false	3254,3462,0 N	3254,3463,0	3254,3462,0	S	Door	Open	Open Door
900	false	3	false	3428,3535,0 N	3428,3535,0	3428,3536,0	N	Door	Open	Open Door
901	false	3	false	3548,3535,0 N	3548,3535,0	3548,3536,0	N	Door	Open	Open Door
902	false	3	false	3548,3543,0 N	3548,3543,0	3548,3544,0	N	Door	Open	Open Door
903	false	3	false	3548,3551,0 N	3548,3551,0	3548,3552,0	N	Door	Open	Open Door
904	false	3	false	3549,3557,0 N	3549,3558,0	3549,3557,0	S	Door	Open	Open Door
905	false	3	false	2647,4607,3 E	2648,4607,3	2647,4607,3	W	Fence	Squeeze-through	Squeeze-through Fence
906	false	3	false	1245,3697,0 E	1246,3697,0	1245,3697,0	W	Gate	Open	Open Gate
907	false	3	false	1249,3690,0 E	1249,3690,0	1250,3690,0	E	Gate	Open	Open Gate
908	false	3	false	2117,4922,0 N	2117,4922,0	2117,4923,0	N	Gate	Open	Open Gate
909	false	3	false	2380,3424,0 N	2380,3425,0	2380,3424,0	S	Gate	Open	Open Gate
910	false	3	false	2383,3437,0 E	2384,3437,0	2383,3437,0	W	Gate	Open	Open Gate
911	false	3	false	2474,3364,0 N	2474,3364,0	2474,3365,0	N	Gate	Open	Open Gate
912	false	3	false	2512,3495,0 E	2513,3495,0	2512,3495,0	W	Gate	Open	Open Gate
913	false	3	false	2527,3496,0 E	2528,3496,0	2527,3496,0	W	Gate	Open	Open Gate
914	false	3	false	2634,3360,0 E	2634,3360,0	2635,3360,0	E	Gate	Open	Open Gate
915	false	3	false	2675,3349,0 E	2675,3349,0	2676,3349,0	E	Gate	Open	Open Gate
916	false	3	false	2741,3555,0 N	2741,3555,0	2741,3556,0	N	Gate	Open	Open Gate
917	false	3	false	2766,3443,0 E	2766,3443,0	2767,3443,0	E	Gate	Open	Open Gate
918	false	3	false	2854,3370,0 E	2854,3370,0	2855,3370,0	E	Gate	Open	Open Gate
919	false	3	false	2923,3291,0 N	2923,3292,0	2923,3291,0	S	Gate	Open	Open Gate
920	false	3	false	3020,3300,0 E	3021,3300,0	3020,3300,0	W	Gate	Open	Open Gate
921	false	3	false	3020,3305,0 E	3021,3305,0	3020,3305,0	W	Gate	Open	Open Gate
922	false	3	false	3031,3313,0 N	3031,3313,0	3031,3314,0	N	Gate	Open	Open Gate
923	false	3	false	3077,3258,0 N	3077,3258,0	3077,3259,0	N	Gate	Open	Open Gate
924	false	3	false	3079,3500,0 N	3079,3501,0	3079,3500,0	S	Gate	Open	Open Gate
925	false	3	false	3106,3274,0 E	3107,3274,0	3106,3274,0	W	Gate	Open	Open Gate
926	false	3	false	3146,3291,0 N	3146,3291,0	3146,3292,0	N	Gate	Open	Open Gate
927	false	3	false	3162,3289,0 N	3162,3290,0	3162,3289,0	S	Gate	Open	Open Gate
928	false	3	false	3176,3315,0 N	3176,3315,0	3176,3316,0	N	Gate	Open	Open Gate
929	false	3	false	3180,3288,0 N	3180,3289,0	3180,3288,0	S	Gate	Open	Open Gate
930	false	3	false	3185,3268,0 E	3186,3268,0	3185,3268,0	W	Gate	Open	Open Gate
931	false	3	false	3188,3279,0 N	3188,3279,0	3188,3280,0	N	Gate	Open	Open Gate
932	false	3	false	3197,3281,0 N	3197,3282,0	3197,3281,0	S	Gate	Open	Open Gate
933	false	3	false	3212,3261,0 E	3213,3261,0	3212,3261,0	W	Gate	Open	Open Gate
934	false	3	false	3236,3284,0 E	3236,3284,0	3237,3284,0	E	Gate	Open	Open Gate
935	false	3	false	3236,3295,0 E	3236,3295,0	3237,3295,0	E	Gate	Open	Open Gate
936	false	3	false	3240,3302,0 E	3241,3302,0	3240,3302,0	W	Gate	Open	Open Gate
937	false	3	false	3252,3267,0 E	3253,3267,0	3252,3267,0	W	Gate	Open	Open Gate
938	false	3	false	3262,3321,0 N	3262,3321,0	3262,3322,0	N	Gate	Open	Open Gate
939	false	3	false	2373,3119,0 N	2373,3119,0	2373,3120,0	N	Large door	Open	Open Large door
940	false	3	false	2426,3087,0 N	2426,3088,0	2426,3087,0	S	Large door	Open	Open Large door
941	false	3	false	2821,6063,0 N	2821,6063,0	2821,6064,0	N	Large door	Open	Open Large door
942	false	3	false	2874,6031,0 N	2874,6032,0	2874,6031,0	S	Large door	Open	Open Large door
943	false	3	false	3286,3171,0 E	3287,3171,0	3286,3171,0	W	Large door	Open	Open Large door
944	false	3	false	3293,3166,0 N	3293,3167,0	3293,3166,0	S	Large door	Open	Open Large door
945	false	3	false	3298,3172,0 E	3298,3172,0	3299,3172,0	E	Large door	Open	Open Large door
